USAGE_DATE,FACILITY_NAME,attendance
6/4/2022,Tivoli Gardens,22357
6/5/2022,PortAventura World,53008
6/5/2022,Tivoli Gardens,25748
6/6/2022,PortAventura World,54073
6/6/2022,Tivoli Gardens,25522
6/7/2022,PortAventura World,54167
6/7/2022,Tivoli Gardens,24805
6/8/2022,PortAventura World,44518
6/8/2022,Tivoli Gardens,22154
6/9/2022,PortAventura World,51750
6/9/2022,Tivoli Gardens,23941
6/10/2022,PortAventura World,52451
6/10/2022,Tivoli Gardens,23325
6/11/2022,PortAventura World,53184
6/11/2022,Tivoli Gardens,27004
6/12/2022,PortAventura World,48297
6/12/2022,Tivoli Gardens,29936
6/13/2022,PortAventura World,52095
6/13/2022,Tivoli Gardens,21054
6/14/2022,PortAventura World,49142
6/14/2022,Tivoli Gardens,22220
6/15/2022,PortAventura World,39839
6/15/2022,Tivoli Gardens,18184
6/16/2022,PortAventura World,48958
6/16/2022,Tivoli Gardens,18347
6/17/2022,PortAventura World,52410
6/17/2022,Tivoli Gardens,21954
6/18/2022,PortAventura World,46142
6/18/2022,Tivoli Gardens,22049
6/19/2022,PortAventura World,42050
6/19/2022,Tivoli Gardens,19612
6/20/2022,PortAventura World,50903
6/20/2022,Tivoli Gardens,21889
6/21/2022,PortAventura World,47390
6/21/2022,Tivoli Gardens,21658
6/22/2022,PortAventura World,48133
6/22/2022,Tivoli Gardens,23578
6/23/2022,PortAventura World,50654
6/23/2022,Tivoli Gardens,22298
6/24/2022,PortAventura World,51178
6/24/2022,Tivoli Gardens,23838
6/25/2022,PortAventura World,44728
6/25/2022,Tivoli Gardens,22521
6/26/2022,PortAventura World,45930
6/26/2022,Tivoli Gardens,22631
6/27/2022,PortAventura World,47382
6/27/2022,Tivoli Gardens,20782
6/28/2022,PortAventura World,48350
6/28/2022,Tivoli Gardens,21949
6/29/2022,PortAventura World,45662
6/29/2022,Tivoli Gardens,21989
6/30/2022,PortAventura World,37383
6/30/2022,Tivoli Gardens,19549
7/1/2022,PortAventura World,45094
7/1/2022,Tivoli Gardens,19781
7/2/2022,PortAventura World,51153
7/2/2022,Tivoli Gardens,21305
7/3/2022,PortAventura World,45441
7/3/2022,Tivoli Gardens,22261
7/4/2022,PortAventura World,47474
7/4/2022,Tivoli Gardens,20190
7/5/2022,PortAventura World,46780
7/5/2022,Tivoli Gardens,20412
7/6/2022,PortAventura World,46463
7/6/2022,Tivoli Gardens,21569
7/7/2022,PortAventura World,44514
7/7/2022,Tivoli Gardens,20736
7/8/2022,PortAventura World,40119
7/8/2022,Tivoli Gardens,17518
7/9/2022,PortAventura World,39407
7/9/2022,Tivoli Gardens,18081
7/10/2022,PortAventura World,42301
7/10/2022,Tivoli Gardens,20584
7/11/2022,PortAventura World,46846
7/11/2022,Tivoli Gardens,18667
7/12/2022,PortAventura World,53867
7/12/2022,Tivoli Gardens,23110
7/13/2022,PortAventura World,48036
7/13/2022,Tivoli Gardens,20562
7/14/2022,PortAventura World,50034
7/14/2022,Tivoli Gardens,20408
7/15/2022,PortAventura World,49571
7/15/2022,Tivoli Gardens,24023
7/16/2022,PortAventura World,48408
7/16/2022,Tivoli Gardens,23416
7/17/2022,PortAventura World,40938
7/17/2022,Tivoli Gardens,20918
7/18/2022,PortAventura World,46808
7/18/2022,Tivoli Gardens,21109
7/19/2022,PortAventura World,46753
7/19/2022,Tivoli Gardens,21048
7/20/2022,PortAventura World,45627
7/20/2022,Tivoli Gardens,30987
7/21/2022,PortAventura World,52637
7/21/2022,Tivoli Gardens,29641
7/22/2022,PortAventura World,49586
7/22/2022,Tivoli Gardens,27924
7/23/2022,PortAventura World,51748
7/23/2022,Tivoli Gardens,27538
7/24/2022,PortAventura World,45261
7/24/2022,Tivoli Gardens,26798
7/25/2022,PortAventura World,53764
7/25/2022,Tivoli Gardens,27061
7/26/2022,PortAventura World,26391
7/26/2022,Tivoli Gardens,14882
